Link Post,Komentar
https://www.instagram.com/p/DO7_VhWDrP_/,32 likes
https://www.instagram.com/p/DO7_VhWDrP_/,60t itu orang2 besar yaa
https://www.instagram.com/p/DO7_VhWDrP_/,"akbarfaizal_uncensored
 14w
Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengancam para pengemplang pajak dengan total Rp60 triliun untuk segera melunasi kewajibannya dalam 1 minggu ke depan.

Bahkan, Menkeu Purbaya berencana membuka kanal aduan khusus terkait masalah perpajakan di Indonesia. Ini sejalan dengan upaya Kementerian Keuangan menyisir potensi ketidakpatuhan wajib pajak, termasuk di 2026 mendatang. Diketahui juga ia telah mengantongi daftar nama para penunggak pajak dan akan mengejarnya.

#purbayayudhisadewa #MenteriKeuangan #menkeu #AkbarFazalUncensored"
https://www.instagram.com/p/DO7_VhWDrP_/,Pajak orang kaya
https://www.instagram.com/p/DO7_VhWDrP_/,7 likes
https://www.instagram.com/p/DO7_VhWDrP_/,Meta AI
https://www.instagram.com/p/DO7_VhWDrP_/,Emang agak lain Mentri yg satu ini 😂 gasss pak
https://www.instagram.com/p/DO7_VhWDrP_/,2 likes
https://www.instagram.com/p/DO7_VhWDrP_/,"Mantapp pak Mentri , semoga diberi kesehatan dan Rizky yg Melimpah ... Amiiin"
https://www.instagram.com/p/DO7_VhWDrP_/,View all 15 replies
https://www.instagram.com/p/DO7_VhWDrP_/,Contact Uploading & Non-Users
https://www.instagram.com/p/DO7_VhWDrP_/,Also from Meta
https://www.instagram.com/p/DO7_VhWDrP_/,"❤️kita coba 3bln dulu., ""nanti beliau diam membisu itu paptut di awasi siapa dalangnya"
https://www.instagram.com/p/DO7_VhWDrP_/,"Nah begini seharusnya, jangan kaya kemaren2, rakyat digencet terus sedangkan cukong2 dibiarkan. Terima kasih Pak @purbayayudhi_official , rasa keadilan kami terasa dipenuhi"
https://www.instagram.com/p/DO7_VhWDrP_/,Buktikan pak...biar dia paham..kasih paham. Buat bayar utang negara
https://www.instagram.com/p/DO7_VhWDrP_/,"Pak Menkeu @purbayayudhi_official @ditjenpajakri ..Tolong di Cek Penerimaan Pajak dari Perusahaan Sawit, Perusahaan Pulp n Paper, Perusahaan Tambang di Riau...Apa Sudah Benar Laporan Neraca Keuangannya...🔥🔥 Brp Penerimaan Pajaknya....Brp Tunggakan Pajaknya...🔥🔥"
https://www.instagram.com/p/DO7_VhWDrP_/,131 likes
https://www.instagram.com/p/DO7_VhWDrP_/,235 likes
https://www.instagram.com/p/DO7_VhWDrP_/,13 likes
https://www.instagram.com/p/DO7_VhWDrP_/,emg berani?
https://www.instagram.com/p/DO7_VhWDrP_/,Sikat bang
https://www.instagram.com/p/DO7_VhWDrP_/,"Harusnya begini, galak ke pengusaha lunak ke rakyat, jangan kayak sebelumnya, rakyat kecil yg susah hidupnya masih aja di kejar kejar,"
https://www.instagram.com/p/DO7_VhWDrP_/,"setelah itu di ""breakdown"" ke bawah n akhirnya tetep ""rakyat bawah* kena juga."
https://www.instagram.com/p/DO7_VhWDrP_/,"Tolong kasih pengawalan pak purbaya. takut kenapa""😢"
https://www.instagram.com/p/DO7_VhWDrP_/,Cb cek Paak pegawai depeeer apa pernah bayar pajak
https://www.instagram.com/p/DO7_VhWDrP_/,Santai becanda2 tapi ultumatumnya tegass
https://www.instagram.com/p/DO7_VhWDrP_/,Kerja bgus P.Purbaya buru umumkan yg ngemplang Pajak Konglo2..Kmna kerja Sri selama ini ?? Rakyat diperas trs...Turunkan PPN Pak biar ekonomi naik lg. Sehat slalu Pak Purbsya
https://www.instagram.com/p/DO7_VhWDrP_/,Hidup pak purbayaaaa - hidup pak Prabowo subianto ❤️❤️❤️👏👏👏
https://www.instagram.com/p/DO7_VhWDrP_/,"Rakyat kecil bayar pajak selalu disiplin, uangnya langsung dikorop"
https://www.instagram.com/p/DO7_VhWDrP_/,"Ngeri nya di negeri ini, ada org bagus kerjanya tiba² besoknya kena musibah atau dipecat, dipenjara, atau bahkan mati. Susahnya untuk bersikap jujur dlm kerja malah dimusuhi banyak kalangan.. Maka dr itu hati2 ya pak menteri.. Hati2.. Udh bagus begini takut banyak yg ga suka 😢"
https://www.instagram.com/p/DO7_VhWDrP_/,60 T BACOT DOANG
https://www.instagram.com/p/DO7_VhWDrP_/,"Kalau bersih tanpa campur tangan politiknya jadinya gini menteri, kebijakan nya sangat bagus buat negara"
https://www.instagram.com/p/DO7_VhWDrP_/,© 2026 Instagram from Meta
https://www.instagram.com/p/DO7_VhWDrP_/,View all 2 replies
https://www.instagram.com/p/DO7_VhWDrP_/,"Kami karyawan perusahaan, belum terima gaji saja sudah dipotong Pajak PPh21. Mo belanja juga kena Pajak, simpan di Bank juga kena Pajak. Trus mereka bisa menunggak sampai 60T itu kekmana ceritanya?? Enak betul hidupnya, trus ngarapin dapat Tax Amnesty???"
https://www.instagram.com/p/DO7_VhWDrP_/,"1,140 likes"
https://www.instagram.com/p/DO7_VhWDrP_/,Sri Mulyoni pemeras rakyat .. Pak Purbaya pro rakyat 👏👏👏👏🔥🔥🔥🔥
https://www.instagram.com/p/DO7_VhWDrP_/,Maju terus pak. Rakyat ada dibelakang pak Menkeu 👍👍👍
https://www.instagram.com/p/DO7_VhWDrP_/,Ini dia yang di cari TAJAM KE ATAS BUKAN KEBAWAH... LANJUTKAN PAK PUR
https://www.instagram.com/p/DO7_VhWDrP_/,"Ngeri😂😂😂dlu kita yg dicekik pajak, skrg bos2 yg sembunyi di ketiak Sri yg dikejar2😂"
https://www.instagram.com/p/DO7_VhWDrP_/,View all 4 replies
https://www.instagram.com/p/DO7_VhWDrP_/,Mantap Pak Menteri...👏🔥
https://www.instagram.com/p/DO7_VhWDrP_/,View all 5 replies
https://www.instagram.com/p/DO7_VhWDrP_/,dari cara sri acak acak permainan trus ganti pemain. Udah kebaca ko ada ular besar sedang mereka lawan di dalam sana 👀
https://www.instagram.com/p/DO7_VhWDrP_/,"Sri liat tu Sri,, bos2 pda nunggak lu gk kejar mlah meras uang rakyat trsssss"
https://www.instagram.com/p/DO7_VhWDrP_/,Ya Allah lindungi pak Menkeu.... Sehat sehat pak
https://www.instagram.com/p/DO7_VhWDrP_/,View all 25 replies
https://www.instagram.com/p/DO7_VhWDrP_/,Aduh pak jgn tll di gas. Aku takut bapak diapa²in lo 😢😢
https://www.instagram.com/p/DO7_VhWDrP_/,Instagram Lite
https://www.instagram.com/p/DO7_VhWDrP_/,24 likes
https://www.instagram.com/p/DO7_VhWDrP_/,237 likes
https://www.instagram.com/p/DO7_VhWDrP_/,Tanya dong pak @raffinagita1717 mobil2 nya pajak nya di bayarkan semua gak gituh
https://www.instagram.com/p/DO7_VhWDrP_/,18 likes
https://www.instagram.com/p/DO7_VhWDrP_/,cakep kata2nya pak setuju jempol 4...👍👍👍
https://www.instagram.com/p/DO7_VhWDrP_/,215 likes
https://www.instagram.com/p/DO7_VhWDrP_/,The real mentreri keuangan negara
https://www.instagram.com/p/DO7_VhWDrP_/,View all 6 replies
https://www.instagram.com/p/DO7_VhWDrP_/,"🔥AKIBAT JABATAN 10 TAHUN,..RAKYAT DIBEBANI HUTANG NEGARA🔥"
https://www.instagram.com/p/DO7_VhWDrP_/,Hidup pk mentri 🔥
https://www.instagram.com/p/DQJDva2k7GT/,tolong pa @purbayayudhi_official ini ibu namtangin perlu di sidak
https://www.instagram.com/p/DQJDva2k7GT/,@official.kpk periksa
https://www.instagram.com/p/DQJDva2k7GT/,1 like
https://www.instagram.com/p/DQJDva2k7GT/,View all 3 replies
https://www.instagram.com/p/DQJDva2k7GT/,Bantah nya dengan data dong😂
https://www.instagram.com/p/DQJDva2k7GT/,Jauhx dari 5.1 cuma 1.4 bah bah bah.. 😂
https://www.instagram.com/p/DQJDva2k7GT/,"Mungkin aja keliru, tapi tidak salah"
https://www.instagram.com/p/DQJDva2k7GT/,Gasan bangun flyover
https://www.instagram.com/p/DQJDva2k7GT/,View hidden comments
https://www.instagram.com/p/DQJDva2k7GT/,Nah klo gak diakui cairkan aja bg kerakyat heee
https://www.instagram.com/p/DQJDva2k7GT/,View all 1 replies
https://www.instagram.com/p/DQJDva2k7GT/,"Seharusnya jgn langsung ambil statement “tidak benar”, tpi bisa langsung koordinasi dulu ke bank central kenapa ada perbedaan data."
https://www.instagram.com/p/DQJDva2k7GT/,4 likes
https://www.instagram.com/p/DQJDva2k7GT/,"Data nyasar, bukan duit Banjarbaru segede itu 😂 pusat sama daerah kudu ngobrol dulu deh"
https://www.instagram.com/p/DQJDva2k7GT/,"@menkeuri dan @hj.lisahalaby Bisa Saling Membuka Data, Jadi Masyarakat Tau Siapa Yang Benar Siapa Yang Salah ! Tolong Kepada Walikota Banjarbaru Kerja Yang Bujur, Jangan Cuma Pencitraan Saja !!!!"
https://www.instagram.com/p/DQJDva2k7GT/,"Secara data mungkin mengendap...
Tp realita.... ???"
https://www.instagram.com/p/DQJDva2k7GT/,mentri bukan asal omon data ada di bank central
https://www.instagram.com/p/DQJDva2k7GT/,Amun bujur Purbaya kalo Pina kdd lagi tkd ke daerah gim barataan
https://www.instagram.com/p/DQJDva2k7GT/,View all 7 replies
https://www.instagram.com/p/DQJDva2k7GT/,Bukti nyata kualitas simuha jamban model kepirgahan asa hebat saku aur update media lw medsos haja gawian😂
https://www.instagram.com/p/DQJDva2k7GT/,Belum tebulik modal lagi jar lisa 😂
https://www.instagram.com/p/DQJDva2k7GT/,"Ini jelas beda lawan kontradiksinya wan Bahlil. Ada kemungkinan bu lisa kada sepenuhnya bersalah(eh kada jadi, ini inya keliatan kaya menyalahi pak Purbaya jua. Mana nyambatnnya miss informasi pulang.) karena kayaknya ini lebih masuk akal kalau 4 triliun itu 90% pindah kantong. 10% bujuran miskalkulasi"
https://www.instagram.com/p/DQJDva2k7GT/,Meta in Indonesia
https://www.instagram.com/p/DQJDva2k7GT/,"Mun kd mengakui ayuha dah, uln bank BRI bu ae kirim ha ke rekening uln."
https://www.instagram.com/p/DQJDva2k7GT/,"Gasak pak... Dramanya terlalu lama, episudenya lama, mengalahkan tukang bubur."
https://www.instagram.com/p/DQJDva2k7GT/,78 likes
https://www.instagram.com/p/DQJDva2k7GT/,Wadah ulun listriknya drop kwa kah gasan membangun travo
https://www.instagram.com/p/DQJDva2k7GT/,Jd siapa yg asal Data
https://www.instagram.com/p/DQJDva2k7GT/,"Tarik aja Menkeu....dana anggur... berpotensi akan di korupsi,lebih baik di gunakan untuk subsidi ke masyarakat...."
https://www.instagram.com/p/DQJDva2k7GT/,Semuanya bantah.disimpam trus bunganya siapa ya yg nikmatin
https://www.instagram.com/p/DQJDva2k7GT/,36 likes
https://www.instagram.com/p/DQJDva2k7GT/,Yang Salah BInya Lasih Info Ke Menkeu G Jelas Bisa Ada Apa apanya Itu BI...Nyentil BI dengan Pejabat Daerah Akhirnya Terbongkar Kebobrokan BI
https://www.instagram.com/p/DQJDva2k7GT/,Pdhl pacang ba ujung bunganya 😅..
https://www.instagram.com/p/DQJDva2k7GT/,"Menarik juga, semoga ada klarifikasi resmi biar masyarakat nggak bingung"
https://www.instagram.com/p/DQJDva2k7GT/,@m.yusup_97 wkwkwkwkwkwk😂
https://www.instagram.com/p/DQJDva2k7GT/,Meta Verified
https://www.instagram.com/p/DQJDva2k7GT/,6 likes
https://www.instagram.com/p/DQJDva2k7GT/,See translation
https://www.instagram.com/p/DQJDva2k7GT/,Bukti ny mana kalo keliru dan salah. 🤣🤣👊
https://www.instagram.com/p/DQJDva2k7GT/,"Akuin aja, kn Lumayan 😅"
https://www.instagram.com/p/DQJDva2k7GT/,"Didepan Semua saling sanggah, Pak Pur lebih bisa dipercaya"
https://www.instagram.com/p/DQJDva2k7GT/,Pakai data bicaranya buk.....menkeu sampaikan data dari bi
https://www.instagram.com/p/DQJDva2k7GT/,BPK RI masuk loh nanti..jgn kaget ya
https://www.instagram.com/p/DQJDva2k7GT/,Jadi berapa yg benar bu kalau pa purbaya keliru ??
https://www.instagram.com/p/DQJDva2k7GT/,22 likes
https://www.instagram.com/p/DQJDva2k7GT/,data menteri di bantahnya😭😭
https://www.instagram.com/p/DQJDva2k7GT/,Cek dl krn it data Valid dari Bank INDONESIA.....mn tahu kt 5 tahun sblm ny bgwi kypa....😂 Jd cek aj dl bantah dgn data jgn pandir ja.....
https://www.instagram.com/p/DQJDva2k7GT/,"Aku skeptis dengan pasangan kata ""laporan resmi"" 🤔"
https://www.instagram.com/p/DQJDva2k7GT/,"klo dibawah ranjang bu, crii dlu bu👏"
https://www.instagram.com/p/DQJDva2k7GT/,Muha pengeramput
https://www.instagram.com/p/DQJDva2k7GT/,8 likes
https://www.instagram.com/p/DQJDva2k7GT/,Pantesan oligarki pengen menguasai kota banjarbaru dengan mendukung salah satu paslon 😂
https://www.instagram.com/p/DQJDva2k7GT/,Apakah sudah dipastikan itu milik Bjb atau hanya kebetulan ngendap di Bank yang ada di Bjb?
https://www.instagram.com/p/DQJDva2k7GT/,@radarbanjarmasin @wahyuramadhanalbanjari Pemkab Banjar harus na masuk daftar jua....
https://www.instagram.com/p/DQJDva2k7GT/,Lebih pecaya pak pur❤️
https://www.instagram.com/p/DQJDva2k7GT/,Jabar mnyangkal ada kabar dana yg benar berapa. bjb nyangkal minta pembenaran data dana yg ada d bjb k BI . Pdahi aj yg ad sgini bru minta data ke ats
https://www.instagram.com/p/DQJDva2k7GT/,"Jangan2 duit laundry, dipisah2 akunnya, atas nama pemko/pemda tp tanpa spengetahuan mrk..mencurigakan 😂"
https://www.instagram.com/p/DQJDva2k7GT/,"Data dari BI, BI mengumpulkan data dari Bank2 Pemerintah juga Bank2 Swasta lainnya."
https://www.instagram.com/p/DQJDva2k7GT/,"These comments were hidden because they may be misleading, offensive or spam. People can still tap to view them."
https://www.instagram.com/p/DQJDva2k7GT/,44 likes
https://www.instagram.com/p/DQJDva2k7GT/,Lisa mana nih @hj.lisahalaby atau @lalisa_blackpinksl 😂😂😂
https://www.instagram.com/p/DQJDva2k7GT/,Lebih percaya pa Menkeu
https://www.instagram.com/p/DQJDva2k7GT/,7 likes
https://www.instagram.com/p/DQJDva2k7GT/,Meta AI
https://www.instagram.com/p/DQJDva2k7GT/,12 likes
https://www.instagram.com/p/DQJDva2k7GT/,2 likes
https://www.instagram.com/p/DQJDva2k7GT/,"Kalau memang datanya salah, berarti harus ada klarifikasi resmi dari dua pihak. Jangan sampai masyarakat bingung mana yang benar 😐."
https://www.instagram.com/p/DQJDva2k7GT/,Pantas KD keliatan pembangunan
https://www.instagram.com/p/DQJDva2k7GT/,"Meski KTP Banjarbaru, saya lebih percaya data Menkeu Purbaya ☝🏻"
https://www.instagram.com/p/DQJDva2k7GT/,"Mnkeu berdasarkn dr data BI, tp ya bgtulah, penting bantah dulu, pas mnjdi temuan BPK, baru klarifikasi plus maaf😂"
https://www.instagram.com/p/DQJDva2k7GT/,"Dicarii dulu bu, siapa tahu bujur, lumayan😂😂"
https://www.instagram.com/p/DQJDva2k7GT/,"Data BI loh, masa ga percaya😂"
https://www.instagram.com/p/DQJDva2k7GT/,Percaya menteri daripda walikota
https://www.instagram.com/p/DQJDva2k7GT/,"radarbanjarmasin
 Edited
•
10w
Pemerintah Kota (Pemko) Banjarbaru membantah data yang disampaikan Menteri Keuangan Purbaya Yudhi Sadewa terkait simpanan dana pemerintah daerah di perbankan mencapai Rp5,16 triliun.

Pasalnya, dalam paparan Menteri Keuangan pada Rapat Koordinasi Pengendalian Inflasi Daerah Tahun 2025, disebutkan bahwa simpanan pemerintah Kota Banjarbaru di bank mencapai Rp5,16 triliun. Angka ini menempatkan Banjarbaru di posisi ketiga tertinggi secara nasional, di bawah DKI Jakarta dan Jawa Timur.

Namun, Pelaksana tugas (Plt) Kepala Badan Pengelolaan Keuangan dan Aset Daerah (BPKAD) Banjarbaru, Sri Lailana, menegaskan pihaknya sedang menelusuri kebenaran data tersebut.

Baca Selengkapnya di Radar Banjarmasin

https://radarbanjarmasin.jawapos.com/banua/1976729031/pemko-banjarbaru-bantah-punya-simpanan-rp516-triliun-di-bank?page=all

#newsupdate #beritabanua #koranradar #radarbanjarmasin #menterikeuangan #lisahalaby #purbaya #menkeu"
https://www.instagram.com/p/DQJDva2k7GT/,Contact Uploading & Non-Users
https://www.instagram.com/p/DQJDva2k7GT/,Also from Meta
https://www.instagram.com/p/DQJDva2k7GT/,bisa ada gedung pencakar langit am banjarbaru nii kd lawas lgi😂
https://www.instagram.com/p/DQJDva2k7GT/,"Sini duitnya ulun simpan akan, pak menteri kda kenal jua dg ulun😂😂"
https://www.instagram.com/p/DQJDva2k7GT/,"Wali Kota Banjarbaru, Hj. Lisa Halaby, membantah pernyataan Deputi Komite Stabilitas Sistem Keuangan (KSSK) Purbaya Yudhi Sadewa yang menyebut Banjarbaru memiliki simpanan dana hingga Rp5,1 triliun. Ia menegaskan data tersebut tidak sesuai dengan kondisi riil keuangan daerah, dan meminta agar pemerintah pusat menyampaikan informasi berdasarkan data valid agar tidak menimbulkan persepsi keliru di masyarakat"
https://www.instagram.com/p/DQJDva2k7GT/,Dia kira Pak Purbaya ngelantur 😂😂😂
https://www.instagram.com/p/DQJDva2k7GT/,"Tinggal adu data saja, waktu yg akan menunjukkan siapa yg benar. Kita tinggal nonton saja"
https://www.instagram.com/p/DQJDva2k7GT/,"Beadu data ai ni siapa yg kuat datanya nah, ini orang asa bingung jadi ny handak percaya lwan siapa"
https://www.instagram.com/p/DQJDva2k7GT/,Coba klo transparan pasti ketika ada data dari atas salah rakyat bisa membela lah ini tertutup giliran yg dari atas dibuka sibuk klarifikasi
https://www.instagram.com/p/DQJDva2k7GT/,Gatau yg bener yg mana kita liat aja fakta Dan kondisi yang masyarakat bisa menilai
https://www.instagram.com/p/DQJDva2k7GT/,wowww banyak juga uang nya
https://www.instagram.com/p/DQJDva2k7GT/,Purbaya yakin punya data kalau disimpan di bangkan bunganya bi ygmbayar
https://www.instagram.com/p/DQJDva2k7GT/,Hayu kuatkan data mu 🔥
https://www.instagram.com/p/DQJDva2k7GT/,"kemarin 4,1 T skrg 5,1 T mana yg bener, itu pasti Hoax coba sampaikan yg bener"
https://www.instagram.com/p/DQJDva2k7GT/,"@official.kpk periksa bank kalsel dan BI karena kesalahan informasi data itu sangat fatal, tidak bisa hanya dengan kata maaf kami salah saja! Pasti banyak faktor kepentingan yang ada di dalamnya ataupun unsur lainnya!🔥🔥🔥"
https://www.instagram.com/p/DQJDva2k7GT/,Hayooo... Gak jadi balik modal am... 😂
https://www.instagram.com/p/DQJDva2k7GT/,© 2026 Instagram from Meta
https://www.instagram.com/p/DQJDva2k7GT/,"Kalo bujur, pakai gasan membaiki jalan & jembatan."
https://www.instagram.com/p/DQJDva2k7GT/,17 likes
https://www.instagram.com/p/DQJDva2k7GT/,View all 2 replies
https://www.instagram.com/p/DQJDva2k7GT/,Coba jawabnya pakai data sesuai tanggal dimana kemenkeu mengeluarkan data tersebut. Baru masyarakat bisa percaya.
https://www.instagram.com/p/DQJDva2k7GT/,"Sekelas BI salah data 😂😂
“Loco pian nih 😂😂"
https://www.instagram.com/p/DQJDva2k7GT/,Inilah pilihan walikota 300k 😂😂😂
https://www.instagram.com/p/DQJDva2k7GT/,"Yg di bjm kita mengaca aja siapa tau dizaman sebelum pusat pemerintahan pindah ke BJB kita bisa bangat lagi endapannya.jadi pembelajaran setiap pemda klo sewaktu2 pindah ke bjm lagi,pramono yg dijkt aja mengakui padahal kda salah dicek dulu hnyr dijawab pake data"
https://www.instagram.com/p/DQJDva2k7GT/,📷Sewa Kamera Banjarbaru📸
https://www.instagram.com/p/DQJDva2k7GT/,"Mun Bjb kada mengakui, ya sudah kirim ja ke rekening ulun..., ulun siap menerima..."
https://www.instagram.com/p/DQJDva2k7GT/,Haddeeeu 😏😏 lebih baik di cek dulu .....kan lumayaaan 🤭🤭 bisa di alokasikan buat pembangunan
https://www.instagram.com/p/DQJDva2k7GT/,Blunder menkeu nya... Mana mungkin Dana mengendap 5.1T > apbd nya sendiri (1.4T). Harat pada jabar lah bjb nih jadinya... Kota mengalahkan provinsi😂😂😂
https://www.instagram.com/p/DQJDva2k7GT/,"Semoga datanya bisa diklarifikasi dengan jelas, biar nggak ada kesalahpahaman antara pemerintah daerah dan pusat 💬.”"
https://www.instagram.com/p/DQJDva2k7GT/,"nyaman nya ih,,.. bunganya 108M kemana lah???"
https://www.instagram.com/p/DQJDva2k7GT/,"October 23, 2025"
https://www.instagram.com/p/DQJDva2k7GT/,ma ai sudah gin lisa ai bedusta tarus
https://www.instagram.com/p/DQJDva2k7GT/,"Saya makin yakin sekarang,, kalau kotak kosong itu sakti... 🙏🙂🙏"
https://www.instagram.com/p/DQJDva2k7GT/,Tanya walikota sebelumnya pasti tau 😂
https://www.instagram.com/p/DQJDva2k7GT/,View all 4 replies
https://www.instagram.com/p/DQJDva2k7GT/,"Kalau memang tidak ada, bisa diambil oleh Kemenkeu, untuk program pemerintah lainnya 👍"
https://www.instagram.com/p/DQJDva2k7GT/,5T di jadikan deposito lumayan dapat 6%😂.berapa milliar tuh duit nya dalam setahun dapat nya
https://www.instagram.com/p/DQJDva2k7GT/,"Pake Logika saja APBD nya 1,4 T masa mengendap 5,T...😂"
https://www.instagram.com/p/DQJDva2k7GT/,"Lebih baik dicek bu, dripda bpdah kdada pdahal ada, supan 😂"
https://www.instagram.com/p/DQJDva2k7GT/,Hati hati tuh duitnya hilang tak berbekas
https://www.instagram.com/p/DQJDva2k7GT/,Sugih banar lah daerah ku
https://www.instagram.com/p/DQJDva2k7GT/,"Habiskan anggaran tersebut untuk infrastruktur di Banjarbaru, jalan, jembatan, taman, pasar, sentra kerajinan, sentra sayuran dan buah, sentra penghasil ikan, masjid masjid, sekolah sekolah, pesantren pesantren, terminal, transportasi masyarakat, dll"
https://www.instagram.com/p/DQJDva2k7GT/,Sudah tuhan menggagalkan mu sebab beban nya kuat malah mangarasi napa jar tuhan 🗿
https://www.instagram.com/p/DQJDva2k7GT/,"Silpa 2022/23 total 2,6 Triliun, itu artinya anggaran tidak teralisasi untuk masyarakat Kalsel.

Ini 2024 ada 3,9T Deposito, artinya apa? Pemprov Kalsel gagal merealisasikan anggaran untuk pembangunan infrastruktur di Kalsel.

Yakinlah akhir tahun 2025 dana 4,7T bisa di realisasikan? Akhirnya mengendap lagi deposito selama 1 tahun. Kasian masyarakat😭."
